feature,benchmark,rho,p,n,q
geometry_hsic.input_to_layer_hsic.q50,benchmark_mmlu_conceptual_physics_acc,0.24241117159506487,0.10455125397191586,46,0.17600180542419658
geometry_hsic.input_to_layer_hsic.q50,benchmark_mmlu_electrical_engineering_acc,0.16497517684838078,0.2732313514335045,46,0.3712492897730331
geometry_hsic.input_to_layer_hsic.q50,benchmark_mmlu_elementary_mathematics_acc,0.10990776056418881,0.4671504462312874,46,0.5842261128725769
geometry_hsic.input_to_layer_hsic.q50,benchmark_mmlu_high_school_biology_acc,0.25599901739945635,0.08593670693829863,46,0.1562679919698913
geometry_hsic.input_to_layer_hsic.q50,benchmark_mmlu_high_school_chemistry_acc,0.19417537443903665,0.19598834444940394,46,0.2984739162344047
geometry_hsic.input_to_layer_hsic.q50,benchmark_mmlu_high_school_computer_science_acc,0.27718132465235035,0.062191987784701266,46,0.1162989184464461
geometry_hsic.input_to_layer_hsic.q50,benchmark_mmlu_high_school_mathematics_acc,0.17231380876371938,0.25216087159950606,46,0.3497715315735084
geometry_hsic.input_to_layer_hsic.q50,benchmark_mmlu_high_school_physics_acc,0.14849775522968617,0.324664425515808,46,0.4486383649377233
geometry_hsic.input_to_layer_hsic.q50,benchmark_mmlu_high_school_statistics_acc,0.05109692630384523,0.7359365766702697,46,0.8126429570180772
geometry_hsic.input_to_layer_hsic.q50,benchmark_mmlu_machine_learning_acc,0.24834183703168147,0.09607902448865083,46,0.16371507436178032
geometry_hsic.input_to_layer_hsic.q50,benchmark_boolq_acc,0.3939393939393939,0.25999776683488757,10,0.434857725890089
geometry_hsic.input_to_layer_hsic.q50,benchmark_copa_acc,0.7781190959104827,0.008033138495996354,10,0.19653374849549426
geometry_hsic.input_to_layer_hsic.q50,benchmark_openbookqa_acc,0.735565707852878,0.015323456377804977,10,0.22587701378071637
geometry_hsic.input_to_layer_hsic.q50,benchmark_sciq_acc,0.43769199144964654,0.2058499967431106,10,0.389414238853064
geometry_hsic.input_to_layer_hsic.q50,benchmark_commonsense_qa_acc,0.406060606060606,0.24428229408662647,10,0.49908751776467686
geometry_hsic.input_to_layer_hsic.q50,benchmark_triviaqa_exact_match,0.7454545454545454,0.013330146315440054,10,0.1053716327791928
geometry_hsic.input_to_layer_hsic.q50,benchmark_nq_open_exact_match,0.6930123197952736,0.026292878178805112,10,0.14786988040885615
geometry_hsic.input_to_layer_hsic.q50,benchmark_gsm8k_exact_match,0.09523809523809526,0.8225054302036114,8,0.9288156558761871
geometry_hsic.input_to_layer_hsic.q50,benchmark_drop_em,-0.2041241452319315,0.6606421552406503,7,0.7791587763406603
geometry_hsic.input_to_layer_hsic.q50,benchmark_truthfulqa_mc2_acc,0.16363636363636364,0.6514773427962428,10,0.7822440427065194
geometry_hsic.input_to_layer_hsic.q50,benchmark_lambada_openai_acc,0.7051704306688749,0.022737736615376845,10,0.18639329768654597
geometry_hsic.input_to_layer_hsic.q50,composite_benchmark,0.2552036758436833,0.08694958697633884,46,0.1425115427796047
geometry_hsic.input_to_layer_hsic.q75,benchmark_arc_challenge_acc,0.25448714043349435,0.08787004967587078,46,0.1411714424462891
geometry_hsic.input_to_layer_hsic.q75,benchmark_arc_easy_acc,0.24029358262266465,0.10771123768568094,46,0.16681549734795076
geometry_hsic.input_to_layer_hsic.q75,benchmark_hellaswag_acc,0.1789811274207475,0.23399100916120844,46,0.3160695843515165
geometry_hsic.input_to_layer_hsic.q75,benchmark_piqa_acc,0.16327411917976675,0.27827656306022974,46,0.3725644095183662
geometry_hsic.input_to_layer_hsic.q75,benchmark_winogrande_acc,0.25000000190237803,0.09380784023029717,46,0.14590113023052603
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_acc,0.225552780197917,0.1317669630903147,46,0.20714333337423665
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_humanities_acc,0.21864495646749132,0.1443338280393723,46,0.21844312276766287
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_formal_logic_acc,0.140494861009751,0.35170405659410275,46,0.46773065871655045
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_european_history_acc,0.256555833148241,0.08523308736073192,46,0.14489624851324426
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_us_history_acc,0.27157450281625906,0.06789569724881502,46,0.12105306021678969
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_world_history_acc,0.2754387652492029,0.06392210589882248,46,0.11623646619910256
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_international_law_acc,0.20827168271082422,0.16483938115643806,46,0.2510366408861588
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_jurisprudence_acc,0.2065879636418442,0.1683579219029198,46,0.24663254691590053
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_logical_fallacies_acc,0.2566475536998315,0.08511761738614552,46,0.14436421881501713
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_moral_disputes_acc,0.20233175351089558,0.17749433658822553,46,0.26007943230908254
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_moral_scenarios_acc,0.23485131826065125,0.11616724544363527,46,0.19314028000813946
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_philosophy_acc,0.197359501030231,0.1886128691890361,46,0.27194478772620395
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_prehistory_acc,0.2119679274898795,0.15730321573864853,46,0.23183195706643564
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_professional_law_acc,0.2567771792023439,0.08495463591885788,46,0.14050189786580342
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_world_religions_acc,0.20993214704541907,0.16142208599764188,46,0.23742363151765838
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_other_acc,0.1887932896324375,0.20891463174722816,46,0.29548955379248176
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_business_ethics_acc,0.1873553964474325,0.2124667216568464,46,0.3051339362105201
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_clinical_knowledge_acc,0.2179249954900325,0.14569293205691686,46,0.21824084699509472
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_college_medicine_acc,0.2331420926518421,0.11892425903338101,46,0.1949184604336357
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_global_facts_acc,0.028897827852942395,0.8488073013654568,46,0.8979423115747451
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_human_aging_acc,0.19977179520400687,0.1831583354545983,46,0.2636586440440156
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_management_acc,0.2568960593669878,0.08480537911850208,46,0.13899715725476464
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_marketing_acc,0.22688429912309208,0.12944177454455982,46,0.20089583267956101
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_medical_genetics_acc,0.24729993972644113,0.09752769389264816,46,0.16389136605868002
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_miscellaneous_acc,0.19497301548369178,0.19412188372108113,46,0.27661422417175496
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_nutrition_acc,0.2504395057999457,0.09321287800898305,46,0.1505508288732427
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_professional_accounting_acc,0.20966251107208342,0.1619734651214303,46,0.25194102043209693
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_professional_medicine_acc,0.23520340778699336,0.11560539029894687,46,0.19516752958090108
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_virology_acc,0.2644554930655662,0.07572753357637975,46,0.12495897752671241
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_social_sciences_acc,0.2387516576828375,0.1100577396146819,46,0.1816076922309988
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_econometrics_acc,0.21430120873861455,0.15267761254576423,46,0.24105255890054786
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_geography_acc,0.26603326947278155,0.07393316105424753,46,0.1268665275367487
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_government_and_politics_acc,0.25590722421800505,0.08605313502752257,46,0.14884655759573073
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_macroeconomics_acc,0.18923086448132828,0.20784196415254477,46,0.3002618098725499
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_microeconomics_acc,0.20133899049188184,0.1796757190183993,46,0.27709483249462
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_psychology_acc,0.25827345093211157,0.08309092311638276,46,0.1448831002214523
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_human_sexuality_acc,0.23463346852620812,0.11651592013129797,46,0.18394655414836206
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_professional_psychology_acc,0.18775057088695027,0.2114863362456191,46,0.30313041528538737
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_public_relations_acc,0.26653922266642005,0.07336491117534996,46,0.12358635425231958
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_security_studies_acc,0.22127633839840782,0.1394462054019469,46,0.22016236749205872
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_sociology_acc,0.2418484267934378,0.10538399306421212,46,0.16849272851554803
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_us_foreign_policy_acc,0.261605035959832,0.0790561078456392,46,0.13694316311649823
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_stem_acc,0.17899216712021343,0.2339616868954657,46,0.33477441100220084
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_abstract_algebra_acc,0.09752642989964354,0.5190615585257128,46,0.6497157521957124
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_anatomy_acc,0.287186144825172,0.05296953684014934,46,0.10353136746029189
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_astronomy_acc,0.1886606296187704,0.20924059703854708,46,0.2918986191511029
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_college_biology_acc,0.20190055526769596,0.17843945088567864,46,0.27118344822750745
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_college_chemistry_acc,0.16822033262973768,0.2637749130405535,46,0.3729583393281327
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_college_computer_science_acc,0.16068900030649802,0.2860603150417598,46,0.39232662344376446
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_college_mathematics_acc,0.14375216450237135,0.3405366997867461,46,0.4687991102525639
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_college_physics_acc,0.14268084672082934,0.3441851491742359,46,0.4582866011773524
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_computer_security_acc,0.25625049568662056,0.08561836774874035,46,0.1419206957467782
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_conceptual_physics_acc,0.21224088324943322,0.1567568617924187,46,0.23843870982160836
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_electrical_engineering_acc,0.12518123927650135,0.4071480777151607,46,0.5053060183527717
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_elementary_mathematics_acc,0.07738592461959166,0.6092248819385111,46,0.7122802978982415
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_biology_acc,0.22663623853628978,0.12987260657216756,46,0.21478931086935404
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_chemistry_acc,0.16918616991161056,0.2610030604011668,46,0.3692886927551128
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_computer_science_acc,0.2341108516765399,0.11735561841444114,46,0.19277967878866625
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_mathematics_acc,0.14244279033906318,0.34499912571373836,46,0.44636170070219955
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_physics_acc,0.1192547406975419,0.42988483366681923,46,0.5601529650810069
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_high_school_statistics_acc,0.028880871389129908,0.8488949851897476,46,0.8925892835316087
geometry_hsic.input_to_layer_hsic.q75,benchmark_mmlu_machine_learning_acc,0.202437159577875,0.17726385255336102,46,0.2705216622474048
geometry_hsic.input_to_layer_hsic.q75,benchmark_boolq_acc,0.406060606060606,0.24428229408662647,10,0.41913034437602065
geometry_hsic.input_to_layer_hsic.q75,benchmark_copa_acc,0.7538028741632801,0.011794786289983683,10,0.21962618945077195
geometry_hsic.input_to_layer_hsic.q75,benchmark_openbookqa_acc,0.7112494861056756,0.021090925985548816,10,0.22587701378071637
geometry_hsic.input_to_layer_hsic.q75,benchmark_sciq_acc,0.42553388057604524,0.2201791951873594,10,0.4106713078775467
geometry_hsic.input_to_layer_hsic.q75,benchmark_commonsense_qa_acc,0.3696969696969697,0.29305007529282234,10,0.5575508595829055
geometry_hsic.input_to_layer_hsic.q75,benchmark_triviaqa_exact_match,0.7212121212121211,0.01857315508946023,10,0.12090759783727051
geometry_hsic.input_to_layer_hsic.q75,benchmark_nq_open_exact_match,0.6686960980480711,0.034509541651785366,10,0.1684877621822462
geometry_hsic.input_to_layer_hsic.q75,benchmark_gsm8k_exact_match,0.11904761904761905,0.7788857260523796,8,0.9073335475417195
geometry_hsic.input_to_layer_hsic.q75,benchmark_drop_em,-0.408248290463863,0.3632174676491228,7,0.703138188102092
geometry_hsic.input_to_layer_hsic.q75,benchmark_truthfulqa_mc2_acc,0.1515151515151515,0.6760651759978539,10,0.795934888054211
geometry_hsic.input_to_layer_hsic.q75,benchmark_lambada_openai_acc,0.6930123197952736,0.026292878178805112,10,0.1939830123414066
geometry_hsic.input_to_layer_hsic.q75,composite_benchmark,0.2152394462770553,0.15084605351874833,46,0.2250376839228674
geometry_hsic.hsic_compression_ratio,benchmark_arc_challenge_acc,-0.11763462109850346,0.446966288678198,44,0.5513107614415202
geometry_hsic.hsic_compression_ratio,benchmark_arc_easy_acc,-0.1613983156374466,0.2952582059344901,44,0.396753214224471
geometry_hsic.hsic_compression_ratio,benchmark_hellaswag_acc,-0.16047642539995768,0.29806184749068637,44,0.3932909937106349
geometry_hsic.hsic_compression_ratio,benchmark_piqa_acc,-0.1865087774929804,0.22543025919035248,44,0.3150851232660567
geometry_hsic.hsic_compression_ratio,benchmark_winogrande_acc,-0.17579474341175097,0.25368817668235116,44,0.3427838394728257
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_acc,-0.10762237029623622,0.4868308611234937,44,0.5814924174530619
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_humanities_acc,-0.0689995419253538,0.6562864456292798,44,0.7531324831318738
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_formal_logic_acc,-0.03835578147629441,0.8047612325503971,44,0.8633200492871231
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_european_history_acc,-0.16337036794232968,0.28931816898474194,44,0.39294378928795354
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_us_history_acc,-0.12016079762694598,0.4371989616529837,44,0.5282519685426961
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_world_history_acc,-0.11828563636838282,0.4444377969348773,44,0.5430290394176984
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_international_law_acc,-0.011075452096704855,0.9431165043324212,44,0.9483055910137551
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_jurisprudence_acc,0.019263350014980054,0.9012269995134101,44,0.9175444800059928
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_logical_fallacies_acc,-0.0985582904121845,0.5244547509219775,44,0.630553327177575
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_moral_disputes_acc,-0.008388552281190438,0.9569013984631147,44,0.9690361347446746
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_moral_scenarios_acc,-0.13179608612955518,0.3937716573340543,44,0.506656838314902
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_philosophy_acc,-0.07169798379770505,0.643726264680155,44,0.71841816714686
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_prehistory_acc,-0.0599203430173305,0.6992214183397385,44,0.7628818758303714
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_professional_law_acc,-0.09353304017034125,0.5459146880870007,44,0.6531319754363298
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_world_religions_acc,-0.04229820400811939,0.785145912732259,44,0.8199166602961161
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_other_acc,-0.08838143572461049,0.5683405925922582,44,0.6615556897849375
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_business_ethics_acc,-0.015726378343911877,0.919296393772654,44,0.9398462626680854
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_clinical_knowledge_acc,-0.09727215152695122,0.529907182049241,44,0.6152818922457594
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_college_medicine_acc,-0.08015227060082915,0.6050182854819075,44,0.6863997897989615
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_global_facts_acc,0.08059287414304436,0.603028817037065,44,0.7098455157070765
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_human_aging_acc,-0.01571695388085179,0.919344598465228,44,0.9346695351675032
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_management_acc,-0.022636723505330535,0.8840390891383183,44,0.9101867241691699
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_marketing_acc,-0.0019038891355517154,0.9902138689924465,44,0.9929305051213695
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_medical_genetics_acc,-0.11369731169180008,0.4624253948664487,44,0.5550623376804171
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_miscellaneous_acc,-0.07041161562456859,0.6497018426442971,44,0.7228798279649638
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_nutrition_acc,-0.07795869535420874,0.6149648838731423,44,0.6863195879561329
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_professional_accounting_acc,-0.06197123904495806,0.6894355798947234,44,0.7734892205256196
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_professional_medicine_acc,-0.1760062046107226,0.2531084608552084,44,0.3620788353916973
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_virology_acc,-0.07335769293866817,0.636049126129463,44,0.702344276738123
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_social_sciences_acc,-0.10332311385349202,0.5044992853280817,44,0.5967459184058701
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_econometrics_acc,-0.06270279782506841,0.6859569319504834,44,0.7671596550418556
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_geography_acc,-0.08728144930336529,0.5731834387784336,44,0.6506166051972593
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_government_and_politics_acc,-0.11272868838990203,0.4662720758713662,44,0.5606001438519223
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_macroeconomics_acc,-0.05236819860766212,0.7356624774318316,44,0.8111150392197118
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_microeconomics_acc,-0.08397970279780485,0.5878319370174415,44,0.6756370219492921
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_psychology_acc,-0.12850245150717232,0.4058015942897085,44,0.5027812973318253
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_human_sexuality_acc,-0.10682556653121274,0.490080918270583,44,0.572702403750194
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_professional_psychology_acc,-0.061389907116115354,0.6922044042324635,44,0.7631997277434854
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_public_relations_acc,-0.07331362881159076,0.6362524672520182,44,0.7017924831005057
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_security_studies_acc,-0.017623630299214852,0.9095982906572385,44,0.9365019020710441
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_sociology_acc,0.0025379817273523905,0.9869548311062996,44,0.9916744018773813
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_us_foreign_policy_acc,-0.05361365346175599,0.7296107100008493,44,0.7808864260770436
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_stem_acc,-0.09564420660914871,0.5368482282440297,44,0.6278976877542171
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_abstract_algebra_acc,-0.016866038860788433,0.9134693611522189,44,0.956102524125231
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_anatomy_acc,-0.15403052881513782,0.31814220060236725,44,0.4190305380906855
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_astronomy_acc,-0.09186407790168413,0.5531334785979879,44,0.6407933008797609
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_college_biology_acc,-0.05873850555239181,0.7048826201868613,44,0.7860844443241937
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_college_chemistry_acc,-0.04458713398567863,0.7738166727242465,44,0.8355391252015129
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_college_computer_science_acc,-0.09143184437569543,0.5550103490104886,44,0.6717095449117007
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_college_mathematics_acc,-0.08330397284839344,0.5908503115157594,44,0.7011551586331495
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_college_physics_acc,-0.0822874165953302,0.5954039948207633,44,0.6886713927436361
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_computer_security_acc,-0.05037217352179517,0.7453942466825907,44,0.8108466840453569
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_conceptual_physics_acc,-0.07057248041411038,0.6489533768693794,44,0.736622544241485
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_electrical_engineering_acc,-0.022983644970029957,0.8822743095711555,44,0.9096509454111631
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_elementary_mathematics_acc,-0.015582036224744605,0.9200347129551665,44,0.9353899515580344
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_biology_acc,-0.1218764337114103,0.4306336683239794,44,0.5371897807932235
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_chemistry_acc,-0.07382598558295692,0.633889748745275,44,0.7252492003762807
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_computer_science_acc,-0.06783486475558334,0.661736881835081,44,0.758476139335373
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_mathematics_acc,-0.09181948252813124,0.5533269844976589,44,0.6430556846864685
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_physics_acc,-0.11181219498835812,0.46992743813917515,44,0.5903220473808828
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_high_school_statistics_acc,-0.11283898297542837,0.46583320259588834,44,0.6146643882628058
geometry_hsic.hsic_compression_ratio,benchmark_mmlu_machine_learning_acc,-0.019459232259381384,0.9002276479202185,44,0.9347534241898859
geometry_hsic.hsic_compression_ratio,benchmark_boolq_acc,-0.6242424242424242,0.053717767217167436,10,0.1628703079095853
geometry_hsic.hsic_compression_ratio,benchmark_copa_acc,-0.6930123197952736,0.026292878178805112,10,0.24589395930600838
geometry_hsic.hsic_compression_ratio,benchmark_openbookqa_acc,-0.6322217654272672,0.04984609950967957,10,0.27353562044981183
geometry_hsic.hsic_compression_ratio,benchmark_sciq_acc,-0.7477238187264795,0.012899731006897749,10,0.06797953483000084
geometry_hsic.hsic_compression_ratio,benchmark_commonsense_qa_acc,-0.33333333333333326,0.3465935070873343,10,0.6236804571978047
geometry_hsic.hsic_compression_ratio,benchmark_triviaqa_exact_match,-0.6969696969696969,0.02509667588225185,10,0.14878743558763596
geometry_hsic.hsic_compression_ratio,benchmark_nq_open_exact_match,-0.6261427099904666,0.05277824501366537,10,0.21368752859191345
geometry_hsic.hsic_compression_ratio,benchmark_gsm8k_exact_match,-0.30952380952380953,0.4556448907375822,8,0.708543811357739
geometry_hsic.hsic_compression_ratio,benchmark_drop_em,0.408248290463863,0.3632174676491228,7,0.703138188102092
geometry_hsic.hsic_compression_ratio,benchmark_truthfulqa_mc2_acc,-0.3696969696969697,0.29305007529282234,10,0.5134175461594566
geometry_hsic.hsic_compression_ratio,benchmark_lambada_openai_acc,-0.5349568784384567,0.11108833030248288,10,0.37066658955200316
geometry_hsic.hsic_compression_ratio,composite_benchmark,-0.09351985628978098,0.545971535629694,44,0.6451640204061034
geometry_unembedding.unembedding_is_tied,benchmark_arc_challenge_acc,-0.2712376125185258,0.06825120921030722,46,0.11701824622181364
geometry_unembedding.unembedding_is_tied,benchmark_arc_easy_acc,-0.2827359429222852,0.056925326861826914,46,0.1024936303842253
geometry_unembedding.unembedding_is_tied,benchmark_hellaswag_acc,-0.39614686605250515,0.006423436012148912,46,0.01401651261158464
geometry_unembedding.unembedding_is_tied,benchmark_piqa_acc,-0.3929078084359079,0.006911673246050648,46,0.015730506130177874
geometry_unembedding.unembedding_is_tied,benchmark_winogrande_acc,-0.368248322550809,0.011801483878109705,46,0.02493319281762484
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_acc,-0.18903856648873718,0.20831288603264195,46,0.29625820951334875
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_humanities_acc,-0.24328441600289658,0.10326904247646164,46,0.16627680627817942
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_formal_logic_acc,-0.2269372801029595,0.12934989611307218,46,0.211531933017127
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_high_school_european_history_acc,-0.21707044183761343,0.14731836133130172,46,0.22756817004366212
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_high_school_us_history_acc,-0.2088674170875816,0.16360734232183816,46,0.24608429472688004
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_high_school_world_history_acc,-0.22360003058332772,0.1352333090155503,46,0.21490336715297234
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_international_law_acc,-0.18755098510702575,0.21198109181898167,46,0.30806794854806285
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_jurisprudence_acc,-0.15632629465702866,0.29951538769825603,46,0.38889120498654556
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_logical_fallacies_acc,-0.212110837798008,0.15701698998371683,46,0.2366585972744268
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_moral_disputes_acc,-0.2597626099878302,0.08126797252568144,46,0.13751594425063224
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_moral_scenarios_acc,-0.24668618464592862,0.09838892147091519,46,0.170029081785435
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_philosophy_acc,-0.23019780846295443,0.12378914929103225,46,0.19294214953463662
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_prehistory_acc,-0.23347194073782582,0.11838838881265314,46,0.18335150894502
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_professional_law_acc,-0.1742549920816147,0.2467755171396986,46,0.3408787696321782
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_world_religions_acc,-0.18414688283546823,0.22054411641787583,46,0.30533664602550614
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_other_acc,-0.2334215342730494,0.11847016046021822,46,0.18704468098578728
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_business_ethics_acc,-0.18420941052510312,0.2203847006322942,46,0.31588473757295504
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_clinical_knowledge_acc,-0.20220778425781033,0.17776568704041124,46,0.2528146249543592
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_college_medicine_acc,-0.15291711562181973,0.3103087231295877,46,0.4146904508367982
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_global_facts_acc,-0.21887710616469983,0.1438975947481201,46,0.24139794095414943
geometry_unembedding.unembedding_is_tied,benchmark_mmlu_human_aging_acc,-0.24492822962453772,0.10088816326298533,46,0.16067374149290256
